OrganizationIdentifier,MonitoringLocationIdentifier,ML_ID,ML_Name,Latitude,Longitude,HUC10_ID,Name_AU,AUID_ATTNS,Type,NavStatus
AKDECWQ,AKDECWQ-CS-3,CS-3,Chena Slough Plack,64.776748999999995,-147.353611,1908030609,Chena Slough,AK_R_8030609_004_001,River,Unknown
AKDECWQ,AKDECWQ-CS-4,CS-4,Chena Slough Peede,64.820615000000004,-147.438911,1908030609,Chena Slough,AK_R_8030609_004_001,River,Unknown
AKDECWQ,AKDECWQ-CS-5,CS-5,Chena Slough Persinger,64.834714000000005,-147.487597,1908030609,Chena Slough,AK_R_8030609_004_001,River,Unknown
AKDECWQ,AKDECWQ-CS-6,CS-6,Nordale,64.814283000000003,-147.411905,1908030609,Chena Slough,AK_R_8030609_004_001,River,Unknown
AKDECWQ,AKDECWQ-DH01_HSLP,DH01_HSLP,Dutch Harbor 01,53.908433330000001,-166.4863667,1903010208,Iliuliuk Bay,AK_M_3010208_008,Marine,Navigable
AKDECWQ,AKDECWQ-DH02_HSLP,DH02_HSLP,Dutch Harbor 02,53.908900000000003,-166.5135,1903010208,Dutch Harbor (facilities),AK_M_3010208_005,Marine,Navigable
AKDECWQ,AKDECWQ-DH03_HSLP,DH03_HSLP,Dutch Harbor 03,53.903199999999998,-166.5255,1903010208,Dutch Harbor (entire harbor),AK_M_3010208_023,Marine,Navigable
AKDECWQ,AKDECWQ-DH04_HSLP,DH04_HSLP,Dutch Harbor 04,53.891816669999997,-166.5336667,1903010208,Dutch Harbor (facilities),AK_M_3010208_005,Marine,Navigable
AKDECWQ,AKDECWQ-DH05_HSLP,DH05_HSLP,Dutch Harbor 05,53.883499999999998,-166.5282,1903010208,Iliuliuk Bay,AK_M_3010208_008,Marine,Navigable
AKDECWQ,AKDECWQ-DH06_HSLP,DH06_HSLP,Dutch Harbor 06,53.880400000000002,-166.54629,1903010208,Iliuliuk Harbor (main),AK_M_3010208_024,Marine,Navigable
AKDECWQ,AKDECWQ-DI_HSLP,DI_HSLP,Deer Island,55.946566670000003,-132.0927833,1901050005,Ernest Sound,AK_M_1050005_000,Marine,Navigable
AKDECWQ,AKDECWQ-FP_HSLP,FP_HSLP,False Point,58.365833330000001,-134.9726167,1901030107,Admiralty Island-Frontal Lynn Canal,AK_M_1030107_000,Marine,Navigable
AKDECWQ,AKDECWQ-FS02_HSLP,FS02_HSLP,Frederick Sound 02,57.148499999999999,-134.002,1901050004,Fredrick Sound,AK_M_1050004_001,Marine,Navigable
AKDECWQ,AKDECWQ-FS03_HSLP,FS03_HSLP,Frederick Sound 03,57.071166669999997,-133.161,1901050004,Fredrick Sound,AK_M_1050004_001,Marine,Navigable
AKDECWQ,AKDECWQ-HA01_HSLP,HA01_HSLP,Haines 01,59.226199999999999,-135.4072,1901030308,Chilkoot Inlet-Frontal Lynn Canal,AK_M_1030308_000,Marine,Navigable
AKDECWQ,AKDECWQ-HA02_HSLP,HA02_HSLP,Haines 02,59.229349999999997,-135.4329667,1901030308,Haines Coastal Area,AK_M_1030308_007,Marine,Navigable
AKDECWQ,AKDECWQ-HA03_HSLP,HA03_HSLP,Haines 03,59.232599999999998,-135.4194,1901030308,Haines Coastal Area,AK_M_1030308_007,Marine,Navigable
AKDECWQ,AKDECWQ-HA04_HSLP,HA04_HSLP,Haines 04,59.232700000000001,-135.4386,1901030308,Haines Coastal Area,AK_M_1030308_007,Marine,Navigable
AKDECWQ,AKDECWQ-HA05_HSLP,HA05_HSLP,Haines 05,59.235599999999998,-135.4364,1901030308,Haines Coastal Area,AK_M_1030308_007,Marine,Navigable
AKDECWQ,AKDECWQ-HA06_HSLP,HA06_HSLP,Haines 06,59.270550000000000,-135.4382,1901030308,Haines Coastal Area,AK_M_1030308_007,Marine,Navigable
AKDECWQ,AKDECWQ-HO01_HSLP,HO01_HSLP,Hoonah 01,58.137050000000002,-135.4611667,1901021109,Hoonah Marine Assessment Unit,AK_M_1021109_013,Marine,Navigable
AKDECWQ,AKDECWQ-HO02_HSLP,HO02_HSLP,Hoonah 02,58.134516669999996,-135.4657,1901021109,Hoonah Marine Assessment Unit,AK_M_1021109_013,Marine,Navigable
AKDECWQ,AKDECWQ-HO03_HSLP,HO03_HSLP,Hoonah 03,58.128900000000002,-135.4667833,1901021109,Hoonah Marine Assessment Unit,AK_M_1021109_013,Marine,Navigable
AKDECWQ,AKDECWQ-HO04_HSLP,HO04_HSLP,Hoonah 04,58.134783329999998,-135.4793,1901021109,Port Fredrick-Frontal Icy Strait,AK_M_1021109_000,Marine,Navigable
AKDECWQ,AKDECWQ-HO05_HSLP,HO05_HSLP,Hoonah 05,58.116366669999998,-135.4592667,1901021109,Hoonah Marine Assessment Unit,AK_M_1021109_013,Marine,Navigable
AKDECWQ,AKDECWQ-HO06_HSLP,HO06_HSLP,Hoonah 06,58.111566670000002,-135.4503833,1901021109,Hoonah Marine Assessment Unit,AK_M_1021109_013,Marine,Navigable
AKDECWQ,AKDECWQ-HO07_HSLP,HO07_HSLP,Hoonah 07,58.107583329999997,-135.44905,1901021109,Hoonah Marine Assessment Unit,AK_M_1021109_013,Marine,Navigable
AKDECWQ,AKDECWQ-HO08_HSLP,HO08_HSLP,Hoonah 08,58.104450000000000,-135.45165,1901021109,Hoonah Marine Assessment Unit,AK_M_1021109_013,Marine,Navigable
AKDECWQ,AKDECWQ-HR01_HSLP,HR01_HSLP,Homer 01,59.618266669999997,-151.4240667,1902030108,Stariski Creek-Frontal Cook Inlet,AK_M_2030108_000,Marine,Navigable
AKDECWQ,AKDECWQ-HR02_HSLP,HR02_HSLP,Homer 02,59.604083330000002,-151.4184833,1902030108,Homer Nearshore Area,AK_M_2030108_006,Marine,Navigable
AKDECWQ,AKDECWQ-HR03_HSLP,HR03_HSLP,Homer 03,59.609433330000002,-151.4211833,1902030108,Homer Nearshore Area,AK_M_2030108_006,Marine,Navigable
AKDECWQ,AKDECWQ-HR04_HSLP,HR04_HSLP,Homer 04,59.606366670000000,-151.4131667,1902030108,Homer Nearshore Area,AK_M_2030108_006,Marine,Navigable
AKDECWQ,AKDECWQ-HR05_HSLP,HR05_HSLP,Homer 05,59.603383330000000,-151.4093667,1902030108,Homer Nearshore Area,AK_M_2030108_006,Marine,Navigable
AKDECWQ,AKDECWQ-HR06_HSLP,HR06_HSLP,Homer 06,59.598149999999997,-151.405,1902030108,Homer Nearshore Area,AK_M_2030108_006,Marine,Navigable
AKDECWQ,AKDECWQ-IS01_HSLP,IS01_HSLP,Icy Strait 01,58.154499999999999,-134.9898333,1901050007,Chatham Strait,AK_M_1050007_001,Marine,Navigable
AKDECWQ,AKDECWQ-IS02_HSLP,IS02_HSLP,Icy Strait 02,58.298333329999998,-135.7741667,1901050006,Icy Strait,AK_M_1050006_003,Marine,Navigable
AKDECWQ,AKDECWQ-JC-Egan,JC-Egan,Jordan Creek Egan,58.366779000000001,-134.577177,1901030106,Jordan Creek,AK_R_1030106_014,River,Unknown
AKDECWQ,AKDECWQ-JC-Glacier,JC-Glacier,Jordan Creek Glacier,58.362527999999998,-134.581459,1901030106,Jordan Creek,AK_R_1030106_014,River,Unknown
AKDECWQ,AKDECWQ-JC-JordanAveSouth,JC-JordanAveSouth,Jordan Creek-Jordan Avenue South,58.360120999999999,-134.579727,1901030106,Jordan Creek,AK_R_1030106_014,River,Unknown
AKDECWQ,AKDECWQ-JU01_HSLP,JU01_HSLP,Juneau 01,58.296399999999998,-134.4247,1901030106,North Gastineau Channel,AK_M_1030106_003,Marine,Navigable
AKDECWQ,AKDECWQ-JU02_HSLP,JU02_HSLP,Juneau 02,58.296500000000002,-134.4076,1901030106,North Gastineau Channel,AK_M_1030106_003,Marine,Navigable
AKDECWQ,AKDECWQ-JU05_HSLP,JU05_HSLP,Juneau 05,58.294935000000002,-134.40206,1901030106,North Gastineau Channel,AK_M_1030106_003,Marine,Navigable
AKDECWQ,AKDECWQ-JU06_HSLP,JU06_HSLP,Juneau 06,58.292723330000001,-134.4063817,1901030106,North Gastineau Channel,AK_M_1030106_003,Marine,Navigable
AKDECWQ,AKDECWQ-JU07_HSLP,JU07_HSLP,Juneau 07,58.291705000000000,-134.3959083,1901030106,North Gastineau Channel,AK_M_1030106_003,Marine,Navigable
AKDECWQ,AKDECWQ-JU08_HSLP,JU08_HSLP,Juneau 08,58.289293330000000,-134.4006167,1901030106,North Gastineau Channel,AK_M_1030106_003,Marine,Navigable
AKDECWQ,AKDECWQ-JU09_HSLP,JU09_HSLP,Juneau 09,58.284680000000002,-134.3973833,1901030106,North Gastineau Channel,AK_M_1030106_003,Marine,Navigable
AKDECWQ,AKDECWQ-JU10_HSLP,JU10_HSLP,Juneau 10,58.277338329999999,-134.38608,1901030106,North Gastineau Channel,AK_M_1030106_003,Marine,Navigable
AKDECWQ,AKDECWQ-JU11_HSLP,JU11_HSLP,Juneau 11,58.300833330000003,-134.428975,1901030106,North Gastineau Channel,AK_M_1030106_003,Marine,Navigable
AKDECWQ,AKDECWQ-JU12_HSLP,JU12_HSLP,Juneau 12,58.307378329999999,-134.4397833,1901030106,North Gastineau Channel,AK_M_1030106_003,Marine,Navigable
AKDECWQ,AKDECWQ-JU13_HSLP,JU13_HSLP,Juneau 13,58.274405000000002,-134.3661733,1901030106,North Gastineau Channel,AK_M_1030106_003,Marine,Navigable
AKDECWQ,AKDECWQ-KDK01_HSLP,KDK01_HSLP,Kodiak 01,57.785200000000003,-152.4093583,1902070115,Kodiak Harbors,AK_M_2070115_007,Marine,Navigable
AKDECWQ,AKDECWQ-KDK02_HSLP,KDK02_HSLP,Kodiak 02,57.783241670000002,-152.4254117,1902070115,Kodiak Harbors,AK_M_2070115_007,Marine,Navigable
AKDECWQ,AKDECWQ-KDK03_HSLP,KDK03_HSLP,Kodiak 03,57.774999999999999,-152.4172,1902070115,Kodiak Harbors,AK_M_2070115_007,Marine,Navigable
AKDECWQ,AKDECWQ-KDK04_HSLP,KDK04_HSLP,Kodiak 04,57.789686670000002,-152.3915233,1902070115,Kodiak Harbors,AK_M_2070115_007,Marine,Navigable
AKDECWQ,AKDECWQ-KDK05_HSLP,KDK05_HSLP,Kodiak 05,57.830840000000002,-152.3357333,1902070114,Afognak River-Frontal Marmot Bay,AK_M_2070114_000,Marine,Navigable
AKDECWQ,AKDECWQ-KDK06_HSLP,KDK06_HSLP,Kodiak 06,57.812579999999997,-152.30533,1902070115,Buskin River-Chiniak Bay,AK_M_2070115_000,Marine,Navigable
AKDECWQ,AKDECWQ-KE01_HSLP,KE01_HSLP,Ketchikan 01,55.338616670000000,-131.6433833,1901010204,Tongass Narrows combined,AK_M_1010204_011,Marine,Navigable
AKDECWQ,AKDECWQ-KE02_HSLP,KE02_HSLP,Ketchikan 02,55.336333330000002,-131.6454333,1901010204,Tongass Narrows combined,AK_M_1010204_011,Marine,Navigable
AKDECWQ,AKDECWQ-KE03_HSLP,KE03_HSLP,Ketchikan 03,55.340483329999998,-131.6592167,1901010204,Tongass Narrows combined,AK_M_1010204_011,Marine,Navigable
AKDECWQ,AKDECWQ-KE04_HSLP,KE04_HSLP,Ketchikan 04,55.343750000000000,-131.6560667,1901010204,Tongass Narrows combined,AK_M_1010204_011,Marine,Navigable
AKDECWQ,AKDECWQ-KE05_HSLP,KE05_HSLP,Ketchikan 05,55.345416669999999,-131.6626333,1901010204,Tongass Narrows combined,AK_M_1010204_011,Marine,Navigable
AKDECWQ,AKDECWQ-KE06_HSLP,KE06_HSLP,Ketchikan 06,55.341983329999998,-131.6667667,1901010204,Tongass Narrows combined,AK_M_1010204_011,Marine,Navigable
AKDECWQ,AKDECWQ-KE07_HSLP,KE07_HSLP,Ketchikan 07,55.329983329999997,-131.62585,1901010204,Tongass Narrows combined,AK_M_1010204_011,Marine,Navigable
AKDECWQ,AKDECWQ-KE08_HSLP,KE08_HSLP,Ketchikan 08,55.346800000000002,-131.6706,1901010204,Tongass Narrows combined,AK_M_1010204_011,Marine,Navigable
AKDECWQ,AKDECWQ-KE09_HSLP,KE09_HSLP,Ketchikan 09,55.347966669999998,-131.68785,1901010204,Tongass Narrows combined,AK_M_1010204_011,Marine,Navigable
AKDECWQ,AKDECWQ-KR RM 10.1,KR RM 10.1,Kenai River - River Mile 10.1,60.539279000000001,-151.142263,1902030218,Kenai River,AK_R_2030218_002_001,River,Navigable
AKDECWQ,AKDECWQ-KR RM 12.75,KR RM 12.75,Kenai River - River Mile 12.75 - Upstream Pillars Boat Launch,60.529769999999999,-151.09554,1902030218,Kenai River,AK_R_2030218_002_001,River,Navigable
AKDECWQ,AKDECWQ-KR RM 19,KR RM 19,Kenai River - River Mile 19,60.481600000000000,-151.124,1902030218,Kenai River,AK_R_2030218_002_002,River,Navigable
AKDECWQ,AKDECWQ-KR RM 19 SC,KR RM 19 SC,Kenai River - River Mile 19 - Slikok Creek,60.482317999999999,-151.127053,1902030218,Slikok Creek,AK_R_2030218_006,River,Unknown
AKDECWQ,AKDECWQ-KR RM 19.1,KR RM 19.1,Kenai River - River Mile 19.1,60.476140000000001,-151.11905,1902030218,Kenai River,AK_R_2030218_002_002,River,Navigable
AKDECWQ,AKDECWQ-KR RM 20.75,KR RM 20.75,Kenai River - River Mile 20.75,60.480829999999997,-151.10474,1902030218,Kenai River,AK_R_2030218_002_002,River,Navigable
AKDECWQ,AKDECWQ-KR RM 21,KR RM 21,Kenai River - River Mile 21 - Soldotna Bridge,60.476633999999997,-151.082099,1902030218,Kenai River,AK_R_2030218_002_002,River,Navigable
AKDECWQ,AKDECWQ-KR RM 21.1,KR RM 21.1,Kenai River - River Mile 21.1 - Upstream Soldotna Bridge,60.476379999999999,-151.08163,1902030218,Kenai River,AK_R_2030218_002_002,River,Navigable
AKDECWQ,AKDECWQ-KR RM 23,KR RM 23,Kenai River - River Mile 23 - Swiftwater Park,60.480338000000003,-151.030847,1902030218,Kenai River,AK_R_2030218_002_002,River,Navigable
AKDECWQ,AKDECWQ-KR RM 31,KR RM 31,Kenai River - River Mile 31,60.498283999999998,-150.863121,1902030218,Kenai River,AK_R_2030218_002_002,River,Navigable
AKDECWQ,AKDECWQ-KR RM 40,KR RM 40,Kenai River - River Mile 40,60.515441000000003,-150.702069,1902030218,Kenai River,AK_R_2030218_002_002,River,Navigable
AKDECWQ,AKDECWQ-KR RM 5,KR RM 5,Kenai River - River Mile 5,60.525570000000002,-151.209,1902030218,Kenai River,AK_R_2030218_002_001,River,Navigable
AKDECWQ,AKDECWQ-KR RM 76,KR RM 76,Kenai River - River Mile 76,60.484000000000002,-149.951,1902030214,Kenai River,AK_R_2030214_007,River,Navigable
AKDECWQ,AKDECWQ-KR RM 82,KR RM 82,Kenai River - River Mile 82 - Kenai Lake Bridge,60.491999999999997,-149.81087,1902030212,Kenai Lake,AK_L_2030212_001,Lake,Navigable
AKDECWQ,AKDECWQ-KR RM 82.1,KR RM 82.1,Kenai River - River Mile 82.1,60.491810000000001,-149.81038,1902030212,Kenai Lake,AK_L_2030212_001,Lake,Navigable
AKDECWQ,AKDECWQ-LC01_HSLP,LC01_HSLP,Lynn Canal 01,58.570166669999999,-134.9415,1901030107,Admiralty Island-Frontal Lynn Canal,AK_M_1030107_000,Marine,Navigable
AKDECWQ,AKDECWQ-LC02_HSLP,LC02_HSLP,Lynn Canal 02,58.998166670000003,-135.279,1901030108,Lynn Canal,AK_M_1030108_001,Marine,Navigable
AKDECWQ,AKDECWQ-LPD1,LPD1,Lower Piledriver 1,64.602649999999997,-147.09042,1908030710,Piledriver Slough,AK_R_8030710_005,River,Unknown
AKDECWQ,AKDECWQ-LPD12,LPD12,Lower Piledriver 12,64.629750000000001,-147.09305,1908030710,Piledriver Slough,AK_R_8030710_005,River,Unknown
AKDECWQ,AKDECWQ-LPD5,LPD5,Lower Piledriver 5,64.604399999999998,-147.088,1908030710,Piledriver Slough,AK_R_8030710_005,River,Unknown
AKDECWQ,AKDECWQ-LPD8,LPD8,Lower Piledriver 8,64.614329999999995,-147.08876,1908030710,Piledriver Slough,AK_R_8030710_005,River,Unknown
AKDECWQ,AKDECWQ-LS-4 km dn,LS-4 km dn,Little Susitna River 4 km downstream of State PUF boat launch,61.423360000000002,-150.19395,1902050512,Little Susitna River,AK_R_2050512_016_003,River,Navigable
AKDECWQ,AKDECWQ-LS-8 km dn,LS-8 km dn,Little Susitna River 8 km downstream of state PUF boat launch,61.409730000000003,-150.20883,1902050512,Little Susitna River,AK_R_2050512_016_003,River,Navigable
AKDECWQ,AKDECWQ-LS-Ref,LS-Ref,Little Susitna River upstream of Parks Highway in Houston,61.625169999999997,-149.79807,1902050512,Little Susitna River,AK_R_2050512_016_005,River,Navigable
AKDECWQ,AKDECWQ-MP_HSLP,MP_HSLP,Middle Point,58.240800000000000,-134.64205,1901020608,Limestone Inlet-Frontal Stephens Passage,AK_M_1020608_000,Marine,Navigable
AKDECWQ,AKDECWQ-NC_HSLP,NC_HSLP,North Cove,58.295999999999999,-136.3306,1901050006,Icy Strait,AK_M_1050006_003,Marine,Navigable
AKDECWQ,AKDECWQ-NI01_HSLP,NI01_HSLP,Nichols Passage 01,55.289716669999997,-131.6104833,1901010204,Carlanna Creek-Frontal Tongass Narrows,AK_M_1010204_000,Marine,Navigable
AKDECWQ,AKDECWQ-NI02_HSLP,NI02_HSLP,Nichols Passage 02,55.109299999999998,-131.6578,1901010207,Bostwick Inlet-Frontal Nichols Passage,AK_M_1010207_000,Marine,Navigable
AKDECWQ,AKDECWQ-NME01_HSLP,NME01_HSLP,Nome 01,64.494383330000005,-165.4372889,1905010420,Nome Harbor,AK_M_5010420_003,Marine,Navigable
AKDECWQ,AKDECWQ-NME02_HSLP,NME02_HSLP,Nome 02,64.500325000000004,-165.4229833,1905010420,Nome Harbor,AK_M_5010420_003,Marine,Navigable
AKDECWQ,AKDECWQ-NME03_HSLP,NME03_HSLP,Nome 03,64.501700000000000,-165.4549694,1905010420,Nome Harbor,AK_M_5010420_003,Marine,Navigable
AKDECWQ,AKDECWQ-NME04_HSLP,NME04_HSLP,Nome 04,64.494172219999996,-165.3941722,1905010420,Nome Harbor,AK_M_5010420_003,Marine,Navigable
AKDECWQ,AKDECWQ-NME05_HSLP,NME05_HSLP,Nome 05,64.480480560000004,-165.2979056,1905010420,Safety Sound-Frontal Norton Sound,AK_M_5010420_000,Marine,Navigable
AKDECWQ,AKDECWQ-NME06_HSLP,NME06_HSLP,Nome 06,64.458422220000003,-165.4773722,1905010420,Safety Sound-Frontal Norton Sound,AK_M_5010420_000,Marine,Navigable
AKDECWQ,AKDECWQ-PE01_HSLP,PE01_HSLP,Petersburg 01,56.827383330000004,-132.93775,1901021010,Petersburg Creek-Frontal Wrangell Narrows,AK_M_1021010_000,Marine,Navigable
AKDECWQ,AKDECWQ-PE02_HSLP,PE02_HSLP,Petersburg 02,56.816416670000002,-132.9601667,1901021010,Petersburg Marine Assessment Unit,AK_M_1021010_008,Marine,Navigable
AKDECWQ,AKDECWQ-PE03_HSLP,PE03_HSLP,Petersburg 03,56.812216669999998,-132.9666833,1901021010,Petersburg Marine Assessment Unit,AK_M_1021010_008,Marine,Navigable
AKDECWQ,AKDECWQ-PE04_HSLP,PE04_HSLP,Petersburg 04,56.809933330000000,-132.9735833,1901021010,Petersburg Marine Assessment Unit,AK_M_1021010_008,Marine,Navigable
AKDECWQ,AKDECWQ-PE05_HSLP,PE05_HSLP,Petersburg 05,56.807549999999999,-132.9796,1901021010,Petersburg Marine Assessment Unit,AK_M_1021010_008,Marine,Navigable
AKDECWQ,AKDECWQ-PE06_HSLP,PE06_HSLP,Petersburg 06,56.799300000000002,-132.9856667,1901021010,Petersburg Marine Assessment Unit,AK_M_1021010_008,Marine,Navigable
AKDECWQ,AKDECWQ-PS_HSLP,PS_HSLP,Peril Strait,57.569316669999999,-135.3548667,1901050011,Peril Strait,AK_M_1050011_000,Marine,Navigable
AKDECWQ,AKDECWQ-SC_HSLP,SC_HSLP,Sunny Cove,59.917650000000002,-149.3639333,1902020206,Resurrection Bay-Frontal Gulf of Alaska,AK_M_2020206_000,Marine,Navigable
AKDECWQ,AKDECWQ-SE01_HSLP,SE01_HSLP,Seward 01,60.114400000000003,-149.4155,1902020205,Upper Resurrection Bay,AK_M_2020205_003,Marine,Navigable
AKDECWQ,AKDECWQ-SE02_HSLP,SE02_HSLP,Seward 02,60.118540000000003,-149.4262,1902020205,Seward Harbor,AK_M_2020205_004,Marine,Navigable
AKDECWQ,AKDECWQ-SE03_HSLP,SE03_HSLP,Seward 03,60.118299999999998,-149.4294,1902020205,Seward Harbor,AK_M_2020205_004,Marine,Navigable
AKDECWQ,AKDECWQ-SE04_HSLP,SE04_HSLP,Seward 04,60.116100000000003,-149.4328,1902020205,Seward Harbor,AK_M_2020205_004,Marine,Navigable
AKDECWQ,AKDECWQ-SE05_HSLP,SE05_HSLP,Seward 05,60.106699999999996,-149.4318,1902020205,Seward Harbor,AK_M_2020205_004,Marine,Navigable
AKDECWQ,AKDECWQ-SE06_HSLP,SE06_HSLP,Seward 06,60.097099999999998,-149.4155,1902020205,Upper Resurrection Bay,AK_M_2020205_003,Marine,Navigable
AKDECWQ,AKDECWQ-SI01_HSLP,SI01_HSLP,Sitka 01,57.048866670000002,-135.3300833,1901021211,Sitka Coastal Area East,AK_M_1021211_021,Marine,Navigable
AKDECWQ,AKDECWQ-SI02_HSLP,SI02_HSLP,Sitka 02,57.044300000000000,-135.3217833,1901021211,Sitka Coastal Area East,AK_M_1021211_021,Marine,Navigable
AKDECWQ,AKDECWQ-SI03_HSLP,SI03_HSLP,Sitka 03,57.045353329999998,-135.3349667,1901021211,Sitka Coastal Area East,AK_M_1021211_021,Marine,Navigable
AKDECWQ,AKDECWQ-SI04_HSLP,SI04_HSLP,Sitka 04,57.036149999999999,-135.3088333,1901021211,Eastern Channel,AK_M_1021211_000,Marine,Navigable
AKDECWQ,AKDECWQ-SI05_HSLP,SI05_HSLP,Sitka 05,57.048383330000000,-135.3418167,1901021212,Sitka Coastal Area West,AK_M_1021212_013,Marine,Navigable
AKDECWQ,AKDECWQ-SI06_HSLP,SI06_HSLP,Sitka 06,57.055133329999997,-135.3514,1901021212,Sitka Coastal Area West,AK_M_1021212_013,Marine,Navigable
AKDECWQ,AKDECWQ-SI07_HSLP,SI07_HSLP,Sitka 07,57.059983330000001,-135.3589833,1901021212,Sitka Coastal Area West,AK_M_1021212_013,Marine,Navigable
AKDECWQ,AKDECWQ-SI08_HSLP,SI08_HSLP,Sitka 08,57.063000000000002,-135.3674667,1901021212,Sitka Coastal Area West,AK_M_1021212_013,Marine,Navigable
AKDECWQ,AKDECWQ-SI09_HSLP,SI09_HSLP,Sitka 09,57.116100000000003,-135.3965,1901021212,Sitka Coastal Area West,AK_M_1021212_013,Marine,Navigable
AKDECWQ,AKDECWQ-SI10_HSLP,SI10_HSLP,Sitka 10,57.117899999999999,-135.3935,1901021212,Sitka Coastal Area West,AK_M_1021212_013,Marine,Navigable
AKDECWQ,AKDECWQ-SK01_HSLP,SK01_HSLP,Skagway 01,59.449550000000002,-135.3330333,1901030305,Skagway Harbor (entire harbor area),AK_M_1030305_004,Marine,Navigable
AKDECWQ,AKDECWQ-SK02_HSLP,SK02_HSLP,Skagway 02,59.450499999999998,-135.3267,1901030305,Skagway Harbor (entire harbor area),AK_M_1030305_004,Marine,Navigable
AKDECWQ,AKDECWQ-SK03_HSLP,SK03_HSLP,Skagway 03,59.451149999999998,-135.32305,1901030305,Skagway Harbor (entire harbor area),AK_M_1030305_004,Marine,Navigable
AKDECWQ,AKDECWQ-SK04_HSLP,SK04_HSLP,Skagway 04,59.448866670000001,-135.3235,1901030305,Skagway Harbor (entire harbor area),AK_M_1030305_004,Marine,Navigable
AKDECWQ,AKDECWQ-SK05_HSLP,SK05_HSLP,Skagway 05,59.444468329999999,-135.329,1901030305,Skagway Harbor (entire harbor area),AK_M_1030305_004,Marine,Navigable
AKDECWQ,AKDECWQ-SK06_HSLP,SK06_HSLP,Skagway 06,59.445883330000001,-135.3317167,1901030305,Skagway Harbor (entire harbor area),AK_M_1030305_004,Marine,Navigable
AKDECWQ,AKDECWQ-SK07_HSLP,SK07_HSLP,Skagway 07,59.441833330000001,-135.3453167,1901030305,Taiya Inlet,AK_M_1030305_002,Marine,Navigable
AKDECWQ,AKDECWQ-SP01_HSLP,SP01_HSLP,Stephens Passage 01,57.284833329999998,-133.756,1901050001,Stephens Passage,AK_M_1050001_001,Marine,Navigable
AKDECWQ,AKDECWQ-SP02_HSLP,SP02_HSLP,Stephens Passage 02,58.210166670000000,-134.114,1901030409,Taku Inlet-Frontal Stephens Passage,AK_M_1030409_000,Marine,Navigable
AKDECWQ,AKDECWQ-SP03_HSLP,SP03_HSLP,Stephens Passage 03,57.739833330000003,-133.6705,1901020612,Holkham Bay-Frontal Stephens Passage,AK_M_1020612_000,Marine,Navigable
AKDECWQ,AKDECWQ-SS01_HSLP,SS01_HSLP,Sumner Strait 01,56.340333330000000,-133.1291667,1901050009,Clarence Strait,AK_M_1050009_001,Marine,Navigable
AKDECWQ,AKDECWQ-SS02_HSLP,SS02_HSLP,Sumner Strait 02,56.399000000000001,-133.4593333,1901050008,Sumner Strait,AK_M_1050008_001,Marine,Navigable
AKDECWQ,AKDECWQ-SS03_HSLP,SS03_HSLP,Sumner Strait 03,56.502000000000002,-132.6826667,1901050008,Sumner Strait,AK_M_1050008_001,Marine,Navigable
AKDECWQ,AKDECWQ-Stikine_HSLP,Stikine_HSLP,Stikine Strait,56.375500000000002,-132.5915,1901020903,Stikine Strait,AK_M_1020903_010,Marine,Navigable
AKDECWQ,AKDECWQ-Storey_HSLP,Storey_HSLP,Storey Island,60.747433330000000,-147.458,1902020306,Prince William Sound,AK_M_2020306_000,Marine,Navigable
AKDECWQ,AKDECWQ-TB_HSLP,TB_HSLP,Tebenkof Bay,56.491183329999998,-134.1919667,1901021008,Tebenkof Bay-Frontal Chatham Strait,AK_M_1021008_000,Marine,Navigable
AKDECWQ,AKDECWQ-UPD1,UPD1,Upper Piledriver 1,64.601630000000000,-147.09196,1908030710,Piledriver Slough,AK_R_8030710_005,River,Unknown
AKDECWQ,AKDECWQ-UPD2,UPD2,Upper Piledriver 2,64.601630000000000,-147.09196,1908030710,Piledriver Slough,AK_R_8030710_005,River,Unknown
AKDECWQ,AKDECWQ-UPD3,UPD3,Upper Piledriver 3,64.600430000000003,-147.091,1908030710,Piledriver Slough,AK_R_8030710_005,River,Unknown
AKDECWQ,AKDECWQ-UQK01_HSLP,UQK01_HSLP,Utqiagvik 01,71.333479999999994,-156.6724,1906020202,Utqiagvik Coastal Area,AK_M_6020202_001,Marine,Navigable
AKDECWQ,AKDECWQ-UQK02_HSLP,UQK02_HSLP,Utqiagvik 02,71.305620000000005,-156.7633,1906020202,Utqiagvik Coastal Area,AK_M_6020202_001,Marine,Navigable
AKDECWQ,AKDECWQ-UQK03_HSLP,UQK03_HSLP,Utqiagvik 03,71.292940000000002,-156.7967,1906020202,Utqiagvik Coastal Area,AK_M_6020202_001,Marine,Navigable
AKDECWQ,AKDECWQ-UQK04_HSLP,UQK04_HSLP,Utqiagvik 04,71.282100000000000,-156.8254,1906020202,Utqiagvik Coastal Area,AK_M_6020202_001,Marine,Navigable
AKDECWQ,AKDECWQ-VA01_HSLP,VA01_HSLP,Valdez 01,61.122966669999997,-146.3934667,1902020111,Port Valdez,AK_M_2020111_005,Marine,Navigable
AKDECWQ,AKDECWQ-VA02_HSLP,VA02_HSLP,Valdez 02,61.123666669999999,-146.3597333,1902020111,Port Valdez Small Boat Harbor,AK_M_2020111_011,Marine,Navigable
AKDECWQ,AKDECWQ-VA03_HSLP,VA03_HSLP,Valdez 03,61.123116670000002,-146.3668667,1902020111,Port Valdez Small Boat Harbor,AK_M_2020111_011,Marine,Navigable
